-11293694.9874418732	  inf
-8264356.3612290099	2.68233e-01
-8035573.5099198529	2.76831e-02
-7924712.7551370636	1.37962e-02
-7851371.9475009935	9.25470e-03
-7797298.9370785886	6.88708e-03
-7754569.7761071892	5.48000e-03
-7719555.6280679964	4.51529e-03
-7689652.2789761163	3.87371e-03
-7663506.4615940833	3.40013e-03
-7639879.4151204368	3.08306e-03
-7618769.7379197627	2.76309e-03
-7599733.7846820783	2.49856e-03
-7582303.9743716195	2.29348e-03
-7566544.4971933942	2.07845e-03
-7552001.3295022678	1.92204e-03
-7538706.0581511836	1.76050e-03
-7526366.2624087892	1.63686e-03
-7515011.2354450282	1.50870e-03
-7504175.2051005773	1.44192e-03
-7494187.3729136633	1.33097e-03
-7485006.4050181685	1.22508e-03
-7476393.3254850302	1.15071e-03
-7468335.8094292087	1.07773e-03
-7460703.8505352447	1.02191e-03
-7453538.2283596080	9.60449e-04
-7446753.6321210107	9.10252e-04
-7440424.9378425516	8.49859e-04
-7434426.5860247780	8.06184e-04
-7428775.9647596302	7.60061e-04
-7423411.0201026201	7.22184e-04
-7418313.8003466278	6.86641e-04
-7413524.1741485503	6.45649e-04
-7408870.8666746924	6.27678e-04
-7404440.5304674841	5.97977e-04
-7400320.0272876667	5.56491e-04
-7396330.4595413869	5.39107e-04
-7392527.7909469279	5.14129e-04
-7388930.1560458653	4.86658e-04
-7385464.9937237315	4.68967e-04
-7382116.4258962888	4.53400e-04
-7379005.6507568294	4.21393e-04
-7375983.3686210904	4.09579e-04
-7373056.1735825771	3.96855e-04
-7370223.4263443034	3.84203e-04
-7367529.6985975234	3.65488e-04
-7364902.2168493634	3.56630e-04
-7362366.4884313736	3.44299e-04
-7359971.3718490992	3.25319e-04
-7357596.7846571859	3.22635e-04
-7355441.5302107967	2.92929e-04
-7353296.6150540095	2.91609e-04
-7351217.2746962775	2.82777e-04
-7349254.8086391212	2.66958e-04
-7347316.3965499839	2.63756e-04
-7345428.3645525584	2.56969e-04
-7343637.3749229545	2.43824e-04
-7341920.8516648225	2.33743e-04
-7340277.8088849941	2.23789e-04
-7338693.6822829889	2.15813e-04
-7337138.5498914253	2.11909e-04
-7335599.5962446714	2.09748e-04
-7334166.9837397961	1.95296e-04
-7332796.9165139021	1.86806e-04
-7331547.9016628787	1.70333e-04
-7330184.7343577594	1.85932e-04
-7328877.8833959801	1.78283e-04
-7327599.7599029494	1.74396e-04
-7326400.2653971398	1.63695e-04
-7325158.3165563857	1.69517e-04
-7324019.1100832149	1.55520e-04
-7322949.1747034714	1.46086e-04
-7321902.1060247570	1.42985e-04
-7320877.5030713221	1.39937e-04
-7319871.2912410824	1.37444e-04
-7318817.6675013006	1.43940e-04
-7317856.8232852425	1.31284e-04
-7316918.2187517583	1.28262e-04
-7316098.0881408826	1.12087e-04
-7315147.1465706928	1.29979e-04
-7314285.8894124636	1.17736e-04
-7313393.3725454845	1.22024e-04
-7312646.8544390080	1.02075e-04
-7311738.9732781621	1.24152e-04
-7311001.6091916654	1.00847e-04
-7310215.5893473374	1.07512e-04
-7309534.6993052736	9.31423e-05
